case,cc3,country,year,systemic_crisis,exch_usd,domestic_debt_in_default,sovereign_external_debt_default,gdp_weighted_default,inflation_annual_cpi,independence,currency_crises,inflation_crises,banking_crisis,population,crime_rate,GDP(bd),edu,pop_m
69,ZMB,Zambia,1993,0,0.561,0,1,0,183.263,1,1,1,no_crisis,8789753,5,,55.34,8.789753
69,ZMB,Zambia,1999,0,2.76,0,0,0,26.79,1,0,1,no_crisis,10044871,5,,63.58,10.044871
69,ZMB,Zambia,2000,0,4.45,0,0,0,26.1,1,1,1,no_crisis,10415944,5,,64.96,10.415944
69,ZMB,Zambia,2010,0,4.7899,0,0,0,8.5,1,0,0,no_crisis,13605984,5,20.27,66.1,13.605984
69,ZMB,Zambia,1980,0,0.0008031,0,0,0,11.729,1,0,0,no_crisis,5851825,4,,42,5.851825
69,ZMB,Zambia,1991,0,0.08733,0,1,0,97.701,1,1,1,no_crisis,8280361,4,,52.59,8.280361
69,ZMB,Zambia,1995,1,0.978,0,0,0,34.905,1,1,1,crisis,9096607,4,,58.09,9.096607
69,ZMB,Zambia,1981,0,0.00088,0,0,0,13.997,1,0,0,no_crisis,6052543,3,,43,6.052543
69,ZMB,Zambia,1992,0,0.31496,0,1,0,165.725,1,1,1,no_crisis,8531256,3,,53.96,8.531256
69,ZMB,Zambia,2003,0,4.4,0,0,0,21.4,1,0,1,no_crisis,11299107,3,,66,11.299107
69,ZMB,Zambia,2005,0,3.34,0,0,0,18.325,1,0,0,no_crisis,11856247,3,,65,11.856247
69,ZMB,Zambia,2012,0,5.1466133,0,0,0,6.575,1,0,0,no_crisis,14375789,3,25.5,66,14.375789
69,ZMB,Zambia,1986,0,0.01448,0,1,0,54.8,1,1,1,no_crisis,7159921,2,,45,7.159921
69,ZMB,Zambia,1988,0,0.0095,0,1,0,54.042,1,1,1,no_crisis,7658034,2,,50,7.658034
69,ZMB,Zambia,1989,0,0.01841,0,1,0,128.294,1,1,1,no_crisis,7919939,2,,50,7.919939
69,ZMB,Zambia,2008,0,4.83226,0,0,0,12.449,1,1,0,no_crisis,12812777,2,,66.7,12.812777
69,ZMB,Zambia,2013,0,5.52,0,0,0,6.978,1,1,0,no_crisis,14776873,2,28.05,67,14.776873
69,ZMB,Zambia,1996,1,1.287,0,0,0,43.095,1,1,1,crisis,9324932,2,,59.46,9.324932
69,ZMB,Zambia,2014,0,6.3856,0,0,0,7.811,1,0,0,no_crisis,15879361,2,27.15,68,15.879361
70,ZWE,Zimbabwe,1975,0,6.25E-27,1,1,0,10.00764002,1,0,0,no_crisis,6293875,10,,39.1,6.293875
70,ZWE,Zimbabwe,1976,0,6.19E-27,1,1,0,11.0416805,1,0,0,no_crisis,6516678,5,,40.07,6.516678
70,ZWE,Zimbabwe,1977,0,6.47E-27,1,1,0,10.25640067,1,1,0,no_crisis,6747369,9,,41.04,6.747369
70,ZWE,Zimbabwe,1978,0,6.75E-27,1,1,0,8.229915112,1,0,0,no_crisis,6986225,5,,42,6.986225
70,ZWE,Zimbabwe,1979,0,6.74E-27,1,1,0,12.55279758,1,0,0,no_crisis,7233538,5,,42.97,7.233538
70,ZWE,Zimbabwe,1980,0,6.31E-27,1,1,0,7.2,1,0,0,no_crisis,7408624,3,,43.94,7.408624
70,ZWE,Zimbabwe,1981,0,7.23E-27,0,0,0,13.2,1,0,0,no_crisis,7654590,8,,44,7.65459
70,ZWE,Zimbabwe,1982,0,7.39E-27,0,0,0,10.4,1,1,0,no_crisis,7908723,4,,45.88,7.908723
70,ZWE,Zimbabwe,1983,0,1.11E-26,0,0,0,23.2,1,1,1,no_crisis,8171292,7,,46.85,8.171292
70,ZWE,Zimbabwe,1984,0,1.45E-26,0,0,0,20.3,1,1,1,no_crisis,8442579,7,,47.82,8.442579
70,ZWE,Zimbabwe,1985,0,1.63E-26,0,0,0,8.3,1,0,0,no_crisis,8877489,7,,47,8.877489
70,ZWE,Zimbabwe,1986,0,1.68E-26,0,0,0,14.5,1,0,0,no_crisis,9204181,3,,48.9,9.204181
70,ZWE,Zimbabwe,1987,0,1.60E-26,0,0,0,12.5,1,0,0,no_crisis,9542894,8,,49.6,9.542894
70,ZWE,Zimbabwe,1988,0,1.93E-26,0,0,0,7.4,1,1,0,no_crisis,9894073,8,,52.07,9.894073
70,ZWE,Zimbabwe,1989,0,2.22E-26,0,0,0,12.8,1,1,0,no_crisis,10258175,7,,53.57,10.258175
70,ZWE,Zimbabwe,1990,0,2.61E-26,0,0,0,17.4,1,1,0,no_crisis,10432421,9,,54,10.432421
70,ZWE,Zimbabwe,1991,0,5.04E-26,0,0,0,24,1,1,1,no_crisis,10774604,9,,54.68,10.774604
70,ZWE,Zimbabwe,1992,0,5.37E-26,0,0,0,41.6,1,0,1,no_crisis,11128011,7,,55,11.128011
70,ZWE,Zimbabwe,1993,0,6.81E-26,0,0,0,28.2,1,1,1,no_crisis,11493010,9,,56.7,11.49301
70,ZWE,Zimbabwe,1994,0,8.38E-26,0,0,0,21.11354311,1,1,1,no_crisis,11869981,3,,58,11.869981
70,ZWE,Zimbabwe,1995,1,9.31E-26,0,0,0,25.80873955,1,0,1,crisis,11410714,5,,59.75,11.410714
70,ZWE,Zimbabwe,1996,1,1.08E-25,0,0,0,16.40028408,1,1,0,crisis,11617248,8,,63.1,11.617248
70,ZWE,Zimbabwe,1997,1,1.83E-25,0,0,0,20.0650384,1,1,1,crisis,11827520,3,,64,11.82752
70,ZWE,Zimbabwe,1998,1,3.71E-25,0,0,0,46.61127497,1,1,1,crisis,12041598,4,,65,12.041598
70,ZWE,Zimbabwe,1999,1,3.72E-25,0,0,0,56.92320336,1,0,1,crisis,12259551,9,,66.5,12.259551
70,ZWE,Zimbabwe,2000,1,5.50E-25,1,1,0,55.20369616,1,1,1,crisis,11881477,4,,68.2,11.881477
70,ZWE,Zimbabwe,2001,1,5.51E-25,1,1,0,112.1184112,1,0,1,crisis,11977717,2,,68,11.977717
70,ZWE,Zimbabwe,2002,1,5.50E-25,1,1,0,198.928606,1,0,1,crisis,12074736,3,,67,12.074736
70,ZWE,Zimbabwe,2003,1,7.95E-24,1,1,0,598.7447505,1,1,1,crisis,12172542,4,,70,12.172542
70,ZWE,Zimbabwe,2004,1,5.60E-23,1,1,0,132.7467739,1,1,1,crisis,12271139,6,,71,12.271139
70,ZWE,Zimbabwe,2005,1,8.46E-22,1,1,0,585.8443656,1,1,1,crisis,12076699,8,,74.1,12.076699
70,ZWE,Zimbabwe,2006,1,3.00E-19,1,1,0,1281.113605,1,1,1,crisis,12116552,9,,72.6,12.116552
70,ZWE,Zimbabwe,2007,1,1.90E-16,1,1,0,66279.89237,1,1,1,crisis,12156537,9,,73.85,12.156537
70,ZWE,Zimbabwe,2008,1,0.002,1,1,0,21989695.22,1,1,1,crisis,12196653,2,,74,12.196653
70,ZWE,Zimbabwe,2009,1,354.8,1,1,0,-7.67,1,1,0,crisis,12236902,7,,73.3,12.236902
70,ZWE,Zimbabwe,2010,0,378.2,1,1,0,3.217,1,0,0,no_crisis,12697723,7,10.14,75,12.697723
70,ZWE,Zimbabwe,2011,0,361.9,1,1,0,4.92,1,0,0,no_crisis,12825970,7,12.1,71,12.82597
70,ZWE,Zimbabwe,2012,0,361.9,1,1,0,3.72,1,0,0,no_crisis,12955512,9,14.24,71.1,12.955512
70,ZWE,Zimbabwe,2013,0,361.9,1,1,0,1.632,1,0,0,no_crisis,13086363,5,15.45,69.6,13.086363
70,ZWE,Zimbabwe,2014,0,361.9,1,1,0,1.632,1,0,0,no_crisis,13814629,3,15.89,71,13.814629
